"","Barri","Metres_Quadrats","Num_Habitacions","Num_Lavabos","Preu","Tipus_Immoble","Districte"
"8980","Putget - Farró",100,3,2,1400,"Piso","Sarrià-Sant Gervasi"
"8981","Sagrada Família",70,2,1,1400,"Piso","Eixample"
"8982","Vilapicina - Torre Llobeta",93,3,2,1200,"Ático","Nou Barris"
"8983","Sant Andreu",85,3,1,950,"Piso","Sant Andreu"
"8984","Guinardó",111,3,2,1370,"Piso","Horta-Guinardó"
"8986","Raval",70,2,1,800,"Piso","Ciutat Vella"
"8987","Les Corts",79,2,1,1100,"Piso","Les Corts"
"8988","Esquerra Alta de l´Eixample",100,3,2,1450,"Piso","Eixample"
"8989","Dreta de l´Eixample",80,2,1,1500,"Piso","Eixample"
"8990","Diagonal Mar - La Mar Bella",100,3,2,2500,"Piso","Sant Martí"
"8991","Sagrada Família",110,4,2,1300,"Piso","Eixample"
"8994","Sant Gervasi - Galvany",80,2,1,2000,"Piso","Sarrià-Sant Gervasi"
"8995","Diagonal Mar - La Mar Bella",110,3,2,2100,"Piso","Sant Martí"
"8997","Guinardó",120,2,2,1360,"Piso","Horta-Guinardó"
"8998","Gòtic",175,3,3,3300,"Apartamento","Ciutat Vella"
"9000","La Sagrera",75,4,1,910,"Piso","Sant Andreu"
"9001","Taxonera",185,3,2,1950,"Casa","Horta-Guinardó"
"9003","Vilapicina - Torre Llobeta",60,2,2,950,"Piso","Nou Barris"
"9004","Poble Sec",68,3,1,800,"Piso","Sants-Montjuïc"
"9005","Dreta de l´Eixample",151,3,2,1750,"Piso","Eixample"
"9006","La Sagrera",75,4,1,910,"Piso","Sant Andreu"
"9007","Raval",80,2,1,1200,"Piso","Ciutat Vella"
"9010","Raval",65,2,2,890,"Piso","Ciutat Vella"
"9011","Fort Pienc",82,3,1,1030,"Piso","Eixample"
"9012","Baix Guinardó",96,3,1,1350,"Piso","Horta-Guinardó"
"9013","Sants",70,2,1,900,"Piso","Sants-Montjuïc"
"9014","Sagrada Família",75,3,1,900,"Piso","Eixample"
"9015","Sant Ramon - Maternitat",88,3,2,1300,"Piso","Les Corts"
"9016","Sant Ramon - Maternitat",145,4,3,1900,"Piso","Les Corts"
"9017","Raval",52,2,1,700,"Piso","Ciutat Vella"
"9018","Raval",80,2,2,1600,"Piso","Ciutat Vella"
"9019","Vall d´Hebron",78,2,1,900,"Piso","Horta-Guinardó"
"9020","Sant Gervasi - Bonanova",63,2,1,940,"Piso","Sarrià-Sant Gervasi"
"9021","Camp d´en Grassot - Gràcia N.",80,3,1,1100,"Piso","Gràcia"
"9022","Glòries El Parc",85,3,1,980,"Piso","Sant Martí"
"9023","Sant Antoni",60,2,1,870,"Piso","Eixample"
"9030","Esquerra Baixa de l´Eixample",110,4,2,1800,"Piso","Eixample"
"9031","Carmel",58,2,1,995,"Piso","Horta-Guinardó"
"9032","Badal",90,2,1,1200,"Piso","Sants-Montjuïc"
"9033","Camp de l´Arpa",100,4,2,1500,"Piso","Sant Martí"
"9034","Camp d´en Grassot - Gràcia N.",76,3,1,1350,"Piso","Gràcia"
"9035","Dreta de l´Eixample",130,3,2,2350,"Piso","Eixample"
"9036","St. Pere - Sta. Caterina - El Born",65,2,1,1080,"Piso","Ciutat Vella"
"9037","Sagrada Família",90,3,2,1400,"Piso","Eixample"
"9038","Raval",65,2,1,790,"Piso","Ciutat Vella"
"9039","St. Pere - Sta. Caterina - El Born",75,2,1,1620,"Piso","Ciutat Vella"
"9040","Raval",60,2,2,850,"Piso","Ciutat Vella"
"9041","Sants",110,4,2,1150,"Piso","Sants-Montjuïc"
"9043","Sant Ramon - Maternitat",71,3,1,1150,"Piso","Les Corts"
"9044","Les Corts",65,2,1,1050,"Apartamento","Les Corts"
"9045","Les Corts",175,3,3,3550,"Piso","Les Corts"
"9046","Sant Ramon - Maternitat",100,4,2,1150,"Apartamento","Les Corts"
"9047","Raval",65,2,1,875,"Apartamento","Ciutat Vella"
"9048","Esquerra Alta de l´Eixample",75,2,1,1300,"Apartamento","Eixample"
"9049","Les Corts",115,4,2,1230,"Piso","Les Corts"
"9050","Guinardó",74,2,1,1350,"Piso","Horta-Guinardó"
"9051","St. Pere - Sta. Caterina - El Born",68,2,1,1200,"Piso","Ciutat Vella"
"9053","Les Corts",165,3,2,2400,"Piso","Les Corts"
"9054","Sagrada Família",70,4,1,900,"Piso","Eixample"
"9056","Camp de l´Arpa",55,2,1,750,"Piso","Sant Martí"
"9058","Sant Antoni",108,2,2,1650,"Piso","Eixample"
"9059","Esquerra Alta de l´Eixample",120,4,1,1150,"Piso","Eixample"
"9060","Les Corts",77,4,1,900,"Piso","Les Corts"
"9062","Dreta de l´Eixample",120,3,2,2500,"Piso","Eixample"
"9063","Canyelles",75,3,1,800,"Piso","Nou Barris"
"9064","Esquerra Alta de l´Eixample",80,4,1,950,"Piso","Eixample"
"9065","Sarrià",95,3,2,1400,"Piso","Sarrià-Sant Gervasi"
"9067","Sant Ramon - Maternitat",71,2,1,850,"Piso","Les Corts"
"9068","Sant Antoni",92,3,1,954,"Piso","Eixample"
"9069","Sant Antoni",105,3,1,1050,"Piso","Eixample"
"9070","Raval",129,3,2,1250,"Apartamento","Ciutat Vella"
"9071","Navas",68,2,1,890,"Ático","Sant Andreu"
"9072","Gòtic",79,2,2,1500,"Piso","Ciutat Vella"
"9073","Sant Ramon - Maternitat",88,3,1,850,"Piso","Les Corts"
"9074","Gòtic",94,3,1,950,"Piso","Ciutat Vella"
"9075","Esquerra Alta de l´Eixample",80,2,2,1700,"Piso","Eixample"
"9077","Esquerra Baixa de l´Eixample",110,4,2,1600,"Ático","Eixample"
"9078","Sant Ramon - Maternitat",180,5,4,2000,"Casa","Les Corts"
"9079","Barceloneta",90,3,1,2500,"Apartamento","Ciutat Vella"
"9080","Esquerra Alta de l´Eixample",95,3,2,1300,"Piso","Eixample"
"9081","Les Corts",76,4,2,1000,"Piso","Les Corts"
"9082","Sant Ramon - Maternitat",50,2,1,760,"Piso","Les Corts"
"9083","Navas",60,2,1,775,"Piso","Sant Andreu"
"9084","Esquerra Baixa de l´Eixample",61,2,1,838,"Piso","Eixample"
"9085","Vila de Gràcia",55,2,1,850,"Piso","Gràcia"
"9087","Guinardó",60,2,1,830,"Piso","Horta-Guinardó"
"9088","Sant Andreu",75,2,2,1100,"Piso","Sant Andreu"
"9090","Esquerra Alta de l´Eixample",65,2,1,1350,"Piso","Eixample"
"9092","Sants",70,3,2,1000,"Piso","Sants-Montjuïc"
"9093","Esquerra Alta de l´Eixample",63,3,1,1070,"Piso","Eixample"
"9097","St. Pere - Sta. Caterina - El Born",75,3,1,750,"Piso","Ciutat Vella"
"9098","Esquerra Alta de l´Eixample",90,3,2,1290,"Piso","Eixample"
"9101","Les Corts",60,2,1,750,"Piso","Les Corts"
"9102","Poblenou",65,2,1,850,"Piso","Sant Martí"
"9104","Les Corts",80,3,1,1090,"Piso","Les Corts"
"9107","Vila de Gràcia",73,4,1,1100,"Piso","Gràcia"
"9108","Esquerra Alta de l´Eixample",80,2,1,1400,"Piso","Eixample"
"9109","Les Corts",80,3,3,1150,"Apartamento","Les Corts"
"9110","St. Pere - Sta. Caterina - El Born",189,7,8,2400,"Piso","Ciutat Vella"
"9111","Diagonal Mar - La Mar Bella",75,3,2,1500,"Piso","Sant Martí"
"9112","Sant Gervasi - Galvany",260,4,2,5000,"Piso","Sarrià-Sant Gervasi"
"9113","Sant Ramon - Maternitat",113,4,3,1800,"Piso","Les Corts"
"9114","Vila de Gràcia",200,4,2,3800,"Piso","Gràcia"
"9115","Gòtic",70,2,1,1250,"Piso","Ciutat Vella"
"9117","Gòtic",95,2,2,1300,"Piso","Ciutat Vella"
"9118","Glòries El Parc",97,3,1,1200,"Piso","Sant Martí"
"9119","Raval",58,2,1,850,"Piso","Ciutat Vella"
"9121","Gòtic",50,2,1,1100,"Piso","Ciutat Vella"
"9123","St. Pere - Sta. Caterina - El Born",50,2,1,830,"Apartamento","Ciutat Vella"
"9126","Dreta de l´Eixample",144,3,2,2300,"Piso","Eixample"
"9130","La Bordeta",100,4,2,990,"Piso","Sants-Montjuïc"
"9131","Sarrià",88,2,2,2573,"Piso","Sarrià-Sant Gervasi"
"9132","Esquerra Alta de l´Eixample",60,2,2,1050,"Piso","Eixample"
"9134","Gòtic",110,3,3,1350,"Piso","Ciutat Vella"
"9135","Sant Gervasi - Galvany",165,4,3,1900,"Piso","Sarrià-Sant Gervasi"
"9136","Gòtic",110,3,3,1350,"Piso","Ciutat Vella"
"9137","Sant Gervasi - Galvany",165,4,3,1900,"Piso","Sarrià-Sant Gervasi"
"9138","Gòtic",110,2,2,2400,"Ático","Ciutat Vella"
"9140","Poblenou",68,2,1,1100,"Piso","Sant Martí"
"9141","Dreta de l´Eixample",59,2,1,790,"Piso","Eixample"
"9142","Camp d´en Grassot - Gràcia N.",75,3,1,990,"Piso","Gràcia"
"9144","Font d´en Fargas",68,2,1,750,"Piso","Horta-Guinardó"
"9146","Guinardó",83,2,2,995,"Dúplex","Horta-Guinardó"
"9147","Esquerra Baixa de l´Eixample",96,4,2,1200,"Piso","Eixample"
"9149","Dreta de l´Eixample",134,4,2,1800,"Piso","Eixample"
"9151","La Bordeta",79,3,1,815,"Piso","Sants-Montjuïc"
"9152","Sant Antoni",79,3,1,990,"Piso","Eixample"
"9153","Sant Antoni",105,4,2,1200,"Piso","Eixample"
"9154","Dreta de l´Eixample",53,2,1,1110,"Piso","Eixample"
"9155","Les Corts",60,2,1,800,"Piso","Les Corts"
"9157","Sagrada Família",63,3,1,950,"Piso","Eixample"
"9158","Gòtic",104,2,2,1300,"Piso","Ciutat Vella"
"9159","St. Pere - Sta. Caterina - El Born",80,3,1,1100,"Piso","Ciutat Vella"
"9160","Gòtic",80,3,1,1200,"Piso","Ciutat Vella"
"9161","Sant Gervasi - Bonanova",70,2,1,800,"Piso","Sarrià-Sant Gervasi"
"9162","Dreta de l´Eixample",106,3,2,1450,"Piso","Eixample"
"9163","Dreta de l´Eixample",220,4,3,4500,"Piso","Eixample"
"9164","Putget - Farró",73,2,1,1200,"Piso","Sarrià-Sant Gervasi"
"9165","Dreta de l´Eixample",94,3,2,2250,"Piso","Eixample"
"9167","Sant Gervasi - Galvany",290,5,5,5000,"Piso","Sarrià-Sant Gervasi"
"9168","Sant Ramon - Maternitat",70,3,1,1000,"Piso","Les Corts"
"9170","Gòtic",100,3,1,1150,"Piso","Ciutat Vella"
"9171","Esquerra Alta de l´Eixample",72,3,1,1300,"Piso","Eixample"
"9172","Dreta de l´Eixample",94,3,2,2250,"Piso","Eixample"
"9173","Poble Sec",54,2,1,800,"Apartamento","Sants-Montjuïc"
"9177","Poble Sec",54,2,2,1300,"Piso","Sants-Montjuïc"
"9178","St. Pere - Sta. Caterina - El Born",115,2,2,2900,"Piso","Ciutat Vella"
"9179","St. Pere - Sta. Caterina - El Born",62,2,1,1100,"Piso","Ciutat Vella"
"9180","Poblenou",65,2,1,1200,"Piso","Sant Martí"
"9182","Besòs - Maresme",90,3,1,1000,"Piso","Sant Martí"
"9183","St. Pere - Sta. Caterina - El Born",57,2,1,1050,"Piso","Ciutat Vella"
"9184","Raval",85,4,1,1199,"Piso","Ciutat Vella"
"9185","Gòtic",70,2,1,1080,"Piso","Ciutat Vella"
"9186","Putget - Farró",85,3,1,1300,"Piso","Sarrià-Sant Gervasi"
"9187","Camp d´en Grassot - Gràcia N.",65,2,1,1050,"Piso","Gràcia"
"9188","Sant Gervasi - Galvany",120,3,3,1800,"Piso","Sarrià-Sant Gervasi"
"9189","Les Corts",65,3,2,1150,"Piso","Les Corts"
"9192","Fort Pienc",53,2,1,750,"Piso","Eixample"
"9193","Putget - Farró",56,2,1,950,"Piso","Sarrià-Sant Gervasi"
"9196","El Clot",39,2,1,600,"Piso","Sant Martí"
"9197","Esquerra Alta de l´Eixample",70,3,2,1600,"Piso","Eixample"
"9198","Sant Gervasi - Galvany",50,2,1,970,"Piso","Sarrià-Sant Gervasi"
"9200","Vila de Gràcia",90,4,1,1500,"Apartamento","Gràcia"
"9201","Dreta de l´Eixample",140,3,2,1400,"Piso","Eixample"
"9203","Glòries El Parc",80,2,2,1200,"Piso","Sant Martí"
"9206","Camp d´en Grassot - Gràcia N.",131,3,3,2330,"Dúplex","Gràcia"
"9207","Sagrada Família",100,4,2,1300,"Piso","Eixample"
"9208","Fort Pienc",83,3,1,1090,"Piso","Eixample"
"9212","Sant Gervasi - Galvany",89,2,2,1200,"Piso","Sarrià-Sant Gervasi"
"9213","Gòtic",55,2,1,1400,"Piso","Ciutat Vella"
"9214","Gòtic",55,2,1,1400,"Piso","Ciutat Vella"
"9215","Dreta de l´Eixample",100,2,1,1400,"Piso","Eixample"
"9217","Dreta de l´Eixample",250,4,4,7000,"Piso","Eixample"
"9221","Gòtic",110,3,2,1400,"Piso","Ciutat Vella"
"9222","Dreta de l´Eixample",120,2,2,1500,"Piso","Eixample"
"9223","Montbau",71,3,1,900,"Piso","Horta-Guinardó"
"9225","Navas",69,2,1,1443,"Piso","Sant Andreu"
"9227","Raval",68,2,1,1100,"Apartamento","Ciutat Vella"
"9228","Sant Andreu",54,2,1,920,"Apartamento","Sant Andreu"
"9229","Dreta de l´Eixample",72,2,1,1000,"Piso","Eixample"
"9230","Sant Antoni",112,4,2,1600,"Piso","Eixample"
"9231","Dreta de l´Eixample",123,2,2,1650,"Piso","Eixample"
"9232","Baix Guinardó",93,3,2,1350,"Piso","Horta-Guinardó"
"9238","Guinardó",72,4,2,1050,"Piso","Horta-Guinardó"
"9241","Vila de Gràcia",98,2,2,1250,"Loft","Gràcia"
"9242","Poblenou",60,2,1,1400,"Ático","Sant Martí"
"9245","Raval",70,2,1,700,"Piso","Ciutat Vella"
"9247","Navas",70,3,2,850,"Piso","Sant Andreu"
"9248","Gòtic",75,2,1,1711,"Piso","Ciutat Vella"
"9249","Camp de l´Arpa",115,4,2,1200,"Piso","Sant Martí"
"9250","Vila de Gràcia",115,2,2,2000,"Piso","Gràcia"
"9251","Dreta de l´Eixample",65,2,1,880,"Piso","Eixample"
"9252","Sant Gervasi - Galvany",65,2,1,990,"Piso","Sarrià-Sant Gervasi"
"9253","Sant Gervasi - Galvany",55,2,1,990,"Piso","Sarrià-Sant Gervasi"
"9254","Dreta de l´Eixample",76,2,1,1300,"Piso","Eixample"
"9255","Sagrada Família",71,2,1,950,"Piso","Eixample"
"9256","Sagrada Família",71,2,1,950,"Piso","Eixample"
"9257","Les Corts",110,4,2,1500,"Piso","Les Corts"
"9258","Les Corts",165,2,3,1790,"Casa","Les Corts"
"9259","Esquerra Baixa de l´Eixample",80,3,2,1385,"Apartamento","Eixample"
"9261","Badal",84,3,2,1290,"Piso","Sants-Montjuïc"
"9263","Vila de Gràcia",115,2,2,2200,"Piso","Gràcia"
"9264","St. Pere - Sta. Caterina - El Born",85,2,1,1200,"Piso","Ciutat Vella"
"9265","Diagonal Mar - La Mar Bella",88,4,1,1372,"Piso","Sant Martí"
"9266","Poblenou",60,2,1,1050,"Piso","Sant Martí"
"9267","Diagonal Mar - La Mar Bella",110,2,2,2400,"Piso","Sant Martí"
"9269","Esquerra Baixa de l´Eixample",75,3,1,1275,"Apartamento","Eixample"
"9270","Vall d´Hebron",80,4,1,1600,"Piso","Horta-Guinardó"
"9271","Vila de Gràcia",80,3,2,1190,"Piso","Gràcia"
"9272","Putget - Farró",95,3,2,1150,"Piso","Sarrià-Sant Gervasi"
"9273","Les Corts",50,2,1,664,"Piso","Les Corts"
"9274","Diagonal Mar - La Mar Bella",66,2,1,1500,"Piso","Sant Martí"
"9275","Besòs - Maresme",70,2,1,1000,"Piso","Sant Martí"
"9276","Esquerra Baixa de l´Eixample",54,2,1,1050,"Piso","Eixample"
"9278","Fort Pienc",65,3,1,1017,"Piso","Eixample"
"9280","St. Pere - Sta. Caterina - El Born",45,2,1,750,"Piso","Ciutat Vella"
"9281","Vila de Gràcia",63,2,2,1200,"Dúplex","Gràcia"
"9282","Camp d´en Grassot - Gràcia N.",142,4,2,1700,"Piso","Gràcia"
"9284","Horta",60,3,1,845,"Piso","Horta-Guinardó"
"9285","Sant Gervasi - Bonanova",42,2,1,940,"Piso","Sarrià-Sant Gervasi"
"9286","Dreta de l´Eixample",70,2,2,1750,"Piso","Eixample"
"9287","Gòtic",75,3,1,1250,"Piso","Ciutat Vella"
"9288","Congrés - Indians",70,3,1,950,"Piso","Sant Andreu"
"9290","Poblenou",70,3,1,835,"Piso","Sant Martí"
"9291","Dreta de l´Eixample",90,3,2,1650,"Piso","Eixample"
"9292","Sagrada Família",85,3,1,1200,"Ático","Eixample"
"9293","Gòtic",180,3,2,2500,"Piso","Ciutat Vella"
"9294","Diagonal Mar - La Mar Bella",82,4,2,1200,"Piso","Sant Martí"
"9296","Putget - Farró",285,5,4,2900,"Casa","Sarrià-Sant Gervasi"
"9297","Sagrada Família",82,3,1,1350,"Piso","Eixample"
"9298","Besòs - Maresme",70,2,1,900,"Apartamento","Sant Martí"
"9300","Poble Sec",105,2,1,1250,"Piso","Sants-Montjuïc"
"9301","Sants",118,3,3,3300,"Piso","Sants-Montjuïc"
"9302","Sants",118,3,3,3300,"Piso","Sants-Montjuïc"
"9303","Sants",118,3,3,3300,"Piso","Sants-Montjuïc"
"9304","Sant Andreu",72,3,1,750,"Piso","Sant Andreu"
"9305","Pedralbes",285,5,5,5300,"Piso","Les Corts"
"9306","Poblenou",80,3,1,1295,"Piso","Sant Martí"
"9307","Sant Martí",75,3,1,828,"Apartamento","Sant Martí"
"9308","Raval",115,4,2,2300,"Apartamento","Ciutat Vella"
"9309","Dreta de l´Eixample",200,2,2,3900,"Piso","Eixample"
"9310","Gòtic",105,3,3,975,"Piso","Ciutat Vella"
"9311","Dreta de l´Eixample",93,3,2,2300,"Piso","Eixample"
"9312","St. Pere - Sta. Caterina - El Born",65,2,2,1500,"Ático","Ciutat Vella"
"9313","Poble Sec",82,4,2,1000,"Piso","Sants-Montjuïc"
"9316","El Clot",50,2,1,760,"Piso","Sant Martí"
"9317","Sant Martí",83,4,2,850,"Piso","Sant Martí"
"9318","Dreta de l´Eixample",70,2,1,1400,"Piso","Eixample"
"9319","Gòtic",85,3,2,2300,"Piso","Ciutat Vella"
"9320","Sant Andreu",80,3,2,1200,"Piso","Sant Andreu"
"9321","Raval",61,2,1,990,"Piso","Ciutat Vella"
"9322","Sagrada Família",95,3,2,1400,"Piso","Eixample"
"9323","Camp de l´Arpa",103,4,2,1400,"Piso","Sant Martí"
"9324","Poblenou",62,2,1,990,"Piso","Sant Martí"
"9325","Sant Ramon - Maternitat",81,3,1,1000,"Piso","Les Corts"
"9326","Gòtic",62,2,1,1400,"Apartamento","Ciutat Vella"
"9328","Camp d´en Grassot - Gràcia N.",90,4,1,1300,"Piso","Gràcia"
"9329","Sagrada Família",53,2,1,1100,"Piso","Eixample"
"9330","Poble Sec",67,2,1,1300,"Piso","Sants-Montjuïc"
"9331","Esquerra Baixa de l´Eixample",83,2,2,1150,"Piso","Eixample"
"9332","Vila de Gràcia",55,2,1,875,"Piso","Gràcia"
"9333","Fort Pienc",90,4,2,1800,"Piso","Eixample"
"9334","Diagonal Mar - La Mar Bella",168,3,2,4000,"Piso","Sant Martí"
"9336","Putget - Farró",65,2,1,795,"Piso","Sarrià-Sant Gervasi"
"9337","Putget - Farró",145,6,2,1750,"Piso","Sarrià-Sant Gervasi"
"9340","Besòs - Maresme",75,3,2,1250,"Piso","Sant Martí"
"9341","Dreta de l´Eixample",85,3,1,1350,"Piso","Eixample"
"9342","Guinardó",62,2,1,775,"Piso","Horta-Guinardó"
"9343","Font de la Guatlla",89,4,2,1300,"Piso","Sants-Montjuïc"
"9344","St. Pere - Sta. Caterina - El Born",82,2,1,1100,"Piso","Ciutat Vella"
"9346","Badal",105,3,2,1400,"Piso","Sants-Montjuïc"
"9348","Raval",70,2,1,890,"Piso","Ciutat Vella"
"9349","Dreta de l´Eixample",180,2,2,2500,"Piso","Eixample"
"9351","Guinardó",61,3,1,850,"Piso","Horta-Guinardó"
"9352","Esquerra Alta de l´Eixample",68,2,1,890,"Apartamento","Eixample"
"9355","Esquerra Baixa de l´Eixample",60,2,1,1075,"Piso","Eixample"
"9358","Tres Torres",270,5,3,6000,"Piso","Sarrià-Sant Gervasi"
"9360","Navas",75,3,1,950,"Piso","Sant Andreu"
"9362","Sagrada Família",85,3,1,1000,"Piso","Eixample"
"9363","Barceloneta",65,2,1,1000,"Ático","Ciutat Vella"
"9364","Dreta de l´Eixample",70,2,1,1125,"Apartamento","Eixample"
"9365","Sagrada Família",70,2,1,850,"Piso","Eixample"
"9366","Fort Pienc",65,3,1,900,"Piso","Eixample"
"9367","Hostafrancs",60,2,1,900,"Piso","Sants-Montjuïc"
"9368","Turó de la Peira - Can Peguera",51,2,1,600,"Piso","Nou Barris"
"9369","Gòtic",160,3,2,2300,"Apartamento","Ciutat Vella"
"9370","Esquerra Baixa de l´Eixample",80,3,2,1290,"Apartamento","Eixample"
"9372","Tres Torres",120,4,2,1750,"Ático","Sarrià-Sant Gervasi"
"9373","Pedralbes",180,3,1,2400,"Ático","Les Corts"
"9374","Sant Gervasi - Galvany",90,2,1,1200,"Piso","Sarrià-Sant Gervasi"
"9375","Sant Antoni",105,3,2,965,"Piso","Eixample"
"9376","Provençals del Poblenou",110,4,2,1300,"Apartamento","Sant Martí"
"9377","Sagrada Família",88,3,2,1250,"Apartamento","Eixample"
"9379","Sant Gervasi - Galvany",90,2,1,1200,"Piso","Sarrià-Sant Gervasi"
"9380","Sant Antoni",105,3,2,965,"Piso","Eixample"
"9382","Sant Gervasi - Galvany",112,4,2,1350,"Piso","Sarrià-Sant Gervasi"
"9383","Gòtic",75,3,1,1250,"Piso","Ciutat Vella"
"9384","Gòtic",55,2,1,1200,"Piso","Ciutat Vella"
"9385","Sant Ramon - Maternitat",67,2,1,1200,"Piso","Les Corts"
"9387","Raval",85,3,1,1100,"Piso","Ciutat Vella"
"9388","Gòtic",140,2,2,1500,"Piso","Ciutat Vella"
"9389","Putget - Farró",85,3,2,1150,"Apartamento","Sarrià-Sant Gervasi"
"9390","El Coll",68,2,1,850,"Piso","Gràcia"
"9391","Baix Guinardó",95,3,1,860,"Piso","Horta-Guinardó"
"9392","Sagrada Família",71,3,1,890,"Piso","Eixample"
"9393","Esquerra Alta de l´Eixample",80,4,2,1250,"Piso","Eixample"
"9394","Les Corts",80,3,1,1200,"Piso","Les Corts"
"9395","Putget - Farró",85,3,2,1150,"Apartamento","Sarrià-Sant Gervasi"
"9396","El Coll",68,2,1,850,"Piso","Gràcia"
"9397","Sant Antoni",71,2,1,1250,"Apartamento","Eixample"
"9398","Sant Andreu",69,3,1,891,"Piso","Sant Andreu"
"9399","Besòs - Maresme",60,3,1,900,"Piso","Sant Martí"
"9400","Besòs - Maresme",67,3,1,1000,"Piso","Sant Martí"
"9402","La Sagrera",64,2,2,1040,"Piso","Sant Andreu"
"9403","Pedralbes",150,3,3,2200,"Piso","Les Corts"
"9404","Dreta de l´Eixample",60,2,1,1950,"Piso","Eixample"
"9405","Dreta de l´Eixample",210,4,3,2300,"Piso","Eixample"
"9407","Vila de Gràcia",55,2,1,1050,"Piso","Gràcia"
"9408","Fort Pienc",100,4,2,1250,"Apartamento","Eixample"
"9409","Can Baró",60,3,1,720,"Piso","Horta-Guinardó"
"9410","Putget - Farró",91,3,2,1250,"Piso","Sarrià-Sant Gervasi"
"9413","Font d´en Fargas",90,3,2,875,"Piso","Horta-Guinardó"
"9414","Esquerra Alta de l´Eixample",85,3,2,1050,"Apartamento","Eixample"
"9416","Dreta de l´Eixample",75,2,1,1650,"Apartamento","Eixample"
"9417","Dreta de l´Eixample",75,2,1,1450,"Apartamento","Eixample"
"9418","Dreta de l´Eixample",70,2,2,1200,"Ático","Eixample"
"9419","La Marina-Montjuïc",92,3,1,1295,"Piso","Sants-Montjuïc"
"9420","Vilapicina - Torre Llobeta",89,2,1,1100,"Piso","Nou Barris"
"9421","Carmel",80,3,1,860,"Piso","Horta-Guinardó"
"9422","St. Pere - Sta. Caterina - El Born",74,2,1,1080,"Piso","Ciutat Vella"
"9423","Vallcarca - Penitents",93,3,1,1300,"Piso","Gràcia"
"9425","St. Pere - Sta. Caterina - El Born",72,2,1,950,"Apartamento","Ciutat Vella"
"9426","Gòtic",60,2,1,850,"Apartamento","Ciutat Vella"
"9427","Fort Pienc",72,2,2,1250,"Piso","Eixample"
"9429","Esquerra Alta de l´Eixample",68,2,2,1257,"Piso","Eixample"
"9431","Les Corts",80,2,2,1500,"Piso","Les Corts"
"9433","Gòtic",110,3,2,1500,"Piso","Ciutat Vella"
"9434","Pedralbes",160,4,2,2000,"Piso","Les Corts"
"9435","Les Corts",57,2,1,850,"Piso","Les Corts"
"9437","Esquerra Baixa de l´Eixample",62,2,1,950,"Piso","Eixample"
"9438","Les Corts",80,2,2,1200,"Piso","Les Corts"
"9439","Sant Gervasi - Galvany",106,3,2,1500,"Piso","Sarrià-Sant Gervasi"
"9440","St. Pere - Sta. Caterina - El Born",80,5,2,1400,"Apartamento","Ciutat Vella"
"9444","St. Pere - Sta. Caterina - El Born",65,2,1,900,"Piso","Ciutat Vella"
"9445","Sant Gervasi - Galvany",70,2,1,1100,"Piso","Sarrià-Sant Gervasi"
"9446","St. Pere - Sta. Caterina - El Born",85,2,2,1600,"Piso","Ciutat Vella"
"9447","Camp d´en Grassot - Gràcia N.",130,4,2,1700,"Piso","Gràcia"
"9448","Baix Guinardó",80,3,1,890,"Piso","Horta-Guinardó"
"9449","Verdun",40,2,1,625,"Piso","Nou Barris"
"9450","Sant Antoni",71,2,1,950,"Piso","Eixample"
"9453","Esquerra Baixa de l´Eixample",56,3,1,1050,"Piso","Eixample"
"9454","Sagrada Família",68,3,1,900,"Piso","Eixample"
"9455","St. Pere - Sta. Caterina - El Born",82,4,2,1100,"Piso","Ciutat Vella"
"9456","Besòs - Maresme",70,3,2,1140,"Piso","Sant Martí"
"9458","Raval",75,2,1,1050,"Apartamento","Ciutat Vella"
"9459","Sants",50,2,2,740,"Piso","Sants-Montjuïc"
"9462","Dreta de l´Eixample",280,4,3,2600,"Piso","Eixample"
"9464","St. Pere - Sta. Caterina - El Born",65,2,1,1080,"Piso","Ciutat Vella"
"9465","La Sagrera",78,3,1,1050,"Piso","Sant Andreu"
"9467","Esquerra Alta de l´Eixample",60,2,1,850,"Piso","Eixample"
"9468","Sant Ramon - Maternitat",70,3,2,1050,"Piso","Les Corts"
"9469","Vila de Gràcia",416,6,5,7450,"Casa","Gràcia"
"9470","Raval",50,2,1,725,"Piso","Ciutat Vella"
"9473","Poblenou",47,2,1,850,"Piso","Sant Martí"
"9474","St. Pere - Sta. Caterina - El Born",85,3,1,990,"Piso","Ciutat Vella"
"9475","La Marina-Montjuïc",68,2,1,950,"Piso","Sants-Montjuïc"
"9476","Gòtic",52,3,1,1150,"Piso","Ciutat Vella"
"9477","Sant Antoni",85,3,1,1200,"Piso","Eixample"
"9479","Raval",90,3,2,1690,"Piso","Ciutat Vella"
"9481","Vila de Gràcia",62,2,2,1400,"Piso","Gràcia"
"9482","Baix Guinardó",72,2,1,850,"Piso","Horta-Guinardó"
"9484","Les Corts",100,4,2,1300,"Piso","Les Corts"
"9485","Poblenou",170,3,2,2600,"Piso","Sant Martí"
"9487","Fort Pienc",62,2,1,775,"Piso","Eixample"
"9488","Raval",108,3,2,1100,"Apartamento","Ciutat Vella"
"9489","Taxonera",60,3,1,736,"Piso","Horta-Guinardó"
"9490","La Bordeta",74,3,1,900,"Piso","Sants-Montjuïc"
"9492","Raval",75,2,1,780,"Piso","Ciutat Vella"
"9493","Dreta de l´Eixample",114,3,2,1500,"Piso","Eixample"
